* Measurement data measured by REW V5.31
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of L, L
* Dated: 16-Apr-2024 00:53:02
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L
* Measurement: Hola L3
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
3620.386719	116.829
3646.621582	116.804
3673.046387	116.783
3699.662842	116.762
3726.472168	116.739
3753.475586	116.715
3780.675049	116.696
3808.071289	116.678
3835.666016	116.656
3863.460938	116.631
3891.457275	116.601
3919.656250	116.570
3948.059814	116.536
3976.668945	116.496
4005.485596	116.441
4034.510986	116.364
4063.746582	116.272
4093.194336	116.173
4122.855469	116.065
4152.730957	115.946
4182.823730	115.818
4213.133789	115.684
4243.664062	115.547
4274.415527	115.408
4305.389648	115.269
4336.588379	115.128
4368.013184	114.982
4399.665527	114.834
4431.547363	114.684
4463.660156	114.535
4496.005371	114.385
4528.585449	114.235
4561.401367	114.084
4594.455078	113.931
4627.748535	113.777
4661.283203	113.623
4695.060547	113.468
4729.083008	113.312
4763.352051	113.159
4797.869141	113.009
4832.636719	112.860
4867.655762	112.714
4902.928711	112.574
4938.457520	112.441
4974.243652	112.313
5010.289062	112.189
5046.595703	112.069
5083.165527	111.956
5120.000000	111.848
5157.101562	111.745
5194.472168	111.644
5232.113281	111.548
5270.027344	111.461
5308.216309	111.382
5346.681641	111.310
5385.426270	111.243
5424.451172	111.184
5463.758789	111.138
5503.351562	111.103
5543.230957	111.078
5583.399414	111.068
5623.859375	111.074
5664.611816	111.097
5705.660156	111.130
5747.005859	111.173
5788.650879	111.224
5830.597656	111.283
5872.848633	111.350
5915.405762	111.424
5958.271484	111.507
6001.447266	111.592
6044.936523	111.672
6088.740234	111.752
6132.861816	111.835
6177.303223	111.917
6222.066406	111.997
6267.154297	112.077
6312.568359	112.155
6358.312012	112.234
6404.386719	112.313
6450.795898	112.394
6497.541016	112.475
6544.625000	112.558
6592.049805	112.641
6639.818359	112.725
6687.933594	112.808
6736.396973	112.897
6785.211426	112.997
6834.379883	113.099
6883.904785	113.201
6933.788574	113.303
6984.033691	113.409
7034.642578	113.523
7085.618652	113.649
7136.963867	113.781
7188.681152	113.915
7240.773438	114.058
7293.243164	114.216
7346.092773	114.387
7399.325684	114.565
7452.944336	114.751
7506.951172	114.941
7561.350098	115.129
7616.142578	115.305
7671.332031	115.453
7726.921875	115.550
7782.914551	115.575
7839.312500	115.521
7896.119629	115.388
7953.337891	115.182
8010.971191	114.909
8069.021973	114.571
8127.493164	114.169
8186.388672	113.702
8245.710938	113.177
8305.461914	112.608
8365.647461	112.005
8426.267578	111.383
8487.328125	110.754
8548.831055	110.126
8610.779297	109.504
8673.176758	108.895
8736.026367	108.300
8799.331055	107.722
